"Tarih","Şimdi","Açılış","Yüksek","Düşük","Hac.","Fark %"
"02.05.2020","17,5342","17,3761","17,5657","17,2978","3,01M","0,43%"
"01.05.2020","17,4594","16,9496","17,8500","16,9496","3,80M","2,60%"
"30.04.2020","17,0167","17,3700","18,1197","16,5015","4,13M","-2,15%"
"29.04.2020","17,3914","16,3610","17,5124","16,3044","3,82M","6,42%"
"28.04.2020","16,3419","16,4232","16,4900","16,1412","2,84M","-0,49%"
"27.04.2020","16,4230","16,3987","16,5581","16,0811","2,94M","0,36%"
"26.04.2020","16,3643","16,2047","16,4381","16,1007","3,32M","0,84%"
"25.04.2020","16,2274","15,9340","16,3903","15,7809","2,95M","2,02%"
"24.04.2020","15,9067","16,0506","16,2549","15,7216","3,01M","-0,92%"
"23.04.2020","16,0540","15,6850","16,3900","15,4270","3,45M","2,17%"
"22.04.2020","15,7123","15,1363","15,7965","14,9243","3,30M","3,99%"
"21.04.2020","15,1093","14,9892","15,4407","14,7300","3,14M","1,02%"
"20.04.2020","14,9568","16,0728","16,4497","14,8717","3,22M","-6,86%"
"19.04.2020","16,0592","16,6070","16,6754","15,8685","2,97M","-3,36%"
"18.04.2020","16,6167","15,6374","16,7969","15,6374","3,96M","6,32%"
"17.04.2020","15,6285","15,6835","15,9198","15,2563","3,15M","-0,58%"
"16.04.2020","15,7193","14,5502","15,7598","14,1404","4,07M","7,90%"
"15.04.2020","14,5684","15,5501","15,8556","14,5100","3,80M","-6,68%"
"14.04.2020","15,6116","15,0547","15,9468","14,7850","4,52M","3,94%"
"13.04.2020","15,0205","14,2146","15,0728","13,6736","4,31M","5,18%"
"12.04.2020","14,2806","13,7967","14,8237","13,6482","4,07M","3,41%"
"11.04.2020","13,8091","13,7231","14,0772","13,5394","3,69M","0,65%"
"10.04.2020","13,7200","15,0134","15,0707","13,4834","4,00M","-8,59%"
"09.04.2020","15,0095","15,0700","15,1999","14,6808","4,63M","-0,58%"
"08.04.2020","15,0968","14,7153","15,3371","14,5796","4,61M","2,52%"
"07.04.2020","14,7250","15,1688","15,4867","14,2591","4,72M","-3,00%"
"06.04.2020","15,1811","13,6741","15,1914","13,6444","5,58M","10,91%"
"05.04.2020","13,6879","13,7943","13,9600","13,4118","4,28M","-0,53%"
"04.04.2020","13,7606","13,3666","14,0492","13,1810","4,84M","2,87%"
"03.04.2020","13,3762","13,0138","13,5641","12,9264","5,03M","2,61%"
"02.04.2020","13,0360","12,7200","13,6660","12,5439","5,33M","2,64%"
"01.04.2020","12,7011","12,5685","12,7243","11,9761","4,36M","1,20%"
"31.03.2020","12,5500","12,1180","12,7160","12,1180","5,12M","3,41%"
"30.03.2020","12,1363","11,3227","12,3799","11,2742","4,24M","7,37%"
"29.03.2020","11,3032","12,2009","12,2423","11,3032","2,31M","-7,31%"
"28.03.2020","12,1940","12,3239","12,3500","11,6801","2,48M","-1,12%"
"27.03.2020","12,3327","13,1981","13,3621","12,1806","2,78M","-6,62%"
"26.03.2020","13,2064","12,3411","13,2461","12,1960","3,44M","7,14%"
"25.03.2020","12,3267","12,3959","12,6930","12,0795","3,61M","-0,73%"
"24.03.2020","12,4178","12,1888","12,5659","11,9200","4,63M","1,89%"
"23.03.2020","12,1878","11,1067","12,4295","10,8526","5,29M","9,05%"
"22.03.2020","11,1761","12,0942","12,4474","11,0500","4,56M","-7,64%"
"21.03.2020","12,1000","11,9168","12,4182","11,2850","5,81M","1,56%"
"20.03.2020","11,9147","12,2467","13,6193","10,5009","6,97M","-2,85%"
"19.03.2020","12,2647","10,4039","12,6550","10,2488","5,85M","18,02%"
"18.03.2020","10,3917","10,3091","10,4207","9,6702","4,45M","0,92%"
"17.03.2020","10,2966","9,5476","10,4700","9,3530","5,10M","9,48%"
"16.03.2020","9,4051","10,3869","10,3869","8,4895","5,82M","-9,41%"
"15.03.2020","10,3816","10,1482","11,2237","9,9939","6,42M","2,48%"
