"Tarih","Şimdi","Açılış","Yüksek","Düşük","Hac.","Fark %"
"12.01.2020","5,86","5,90","5,91","5,86","284,60K","-0,68%"
"11.01.2020","5,90","5,86","5,90","5,84","494,28K","0,68%"
"10.01.2020","5,86","5,89","5,93","5,86","666,80K","-0,51%"
"09.01.2020","5,89","5,88","5,93","5,86","416,91K","0,17%"
"08.01.2020","5,88","6,00","6,01","5,85","1,17M","-2,00%"
"07.01.2020","6,00","5,97","6,01","5,96","651,65K","0,17%"
"06.01.2020","5,99","5,97","5,99","5,94","684,70K","0,34%"
"05.01.2020","5,97","5,96","5,98","5,94","307,34K","0,17%"
"04.01.2020","5,96","5,94","5,97","5,94","212,83K","0,34%"
"03.01.2020","5,94","5,98","6,00","5,94","641,83K","-0,50%"
"02.01.2020","5,97","5,96","5,99","5,95","282,14K","0,17%"
"01.01.2020","5,96","5,96","5,98","5,94","140,43K","0,00%"
